ID	Gold	Pred	Text
ID-3864	TheNewYorker	neutral	Nigel Farage Makes Trumpian Trouble with His New Brexit Party
ID-3865	Twitchy	neutral	"""Oh HONEY"
ID-3866	Positivenews	neutral	"""Parents Couldnand#039;t Afford A Wheelchair"
ID-3867	Time	neutral	People Are Really Flipping for the Playground Girl Flipping Meme Routine
ID-3868	Positivenews	positive	Police Department Helps Animal Shelter Thatand#039;s Overrun With Cats
ID-3869	dailymail	negative	"""Puneet Puneet killed Dean Hofstee after speeding"
ID-3870	MotherJones	negative	Quote of the Day: DHS Is On the Chopping Block
ID-3871	Truthout	neutral	Real Sanctuary Demands More Than Lip Service. Cities Must Step Up.
ID-3872	TheBlaze	positive	Rep. Will Hurd has 'real simple' advice for GOP colleagues: 'Don't be an a**hole. Don't be a racist'
ID-3873	Positivenews	positive	Russia Agrees To Free Nearly 100 Captive Whales
ID-3874	FoxNews	negative	San Juan mayor suggests Trump 'vindictive' toward Puerto Rico because his golf course there 'went bankrupt'
ID-3875	FT	negative	Saudi Arabia says two oil tankers attacked near UAE
ID-3876	Intercept	negative	Secret Report Reveals Saudi Incompetence and Widespread Use of U.S. Weapons in Yemen
ID-3877	RollCall	positive	Sen. Amy Klobuchar lays out 100 actions for first 100 days if she wins White House
ID-3878	Twitchy	neutral	Serial hot-take-haver Pardes Seleh is totally cringing at all you housewives ‘who haven’t worked a day in their life’
ID-3879	Positivenews	neutral	"""Student Canand#039;t Get A Kidney Transplant Without A Home"
ID-3880	TheWeek	neutral	"""The Decathlon: Nadal"
ID-3881	Jacobin	neutral	The Future of Podemos Is at Stake Today
ID-3882	dailybeast	neutral	The Hezbollah Sleeper Agent Busted for Black Ops in America
ID-3883	Time	positive	The OA‘s Remarkable Season 2 Ending Explained
ID-3884	TheNewYorker	negative	The Trump Campaign Pitches Its Crypto-Majority Argument to Women
ID-3885	Truthout	neutral	The World Is Burning and Those in Power Are Stoking the Flames
ID-3886	BBC	neutral	There's a reason this court is run by women
ID-3887	TheHill	neutral	"""Tillis' Democratic challenger brings in over $720"
ID-3888	TheWeek	neutral	Today's back pages: England beat India at Cricket World Cup
ID-3889	Positivenews	negative	Toddler Diagnosed With Rare Ovarian Cancer Is Now Cancer-Free
ID-3890	Reason	positive	Trump Administration Finally Wins a Sanctuary City Grant Condition Case
ID-3891	ForeignPolicy	neutral	Trump’s Iran Crackdown Isn’t Enough to Stop Hezbollah
ID-3892	dailywire	positive	U.S. Military Readies To Help Venezuela Once Maduro Is Gone
ID-3893	NBC	negative	U.S. military contractor found alive after he was reported killed in Afghan bombing
ID-3894	BBC	neutral	Ukraine's presidential candidates take drug tests
ID-3895	Jacobin	negative	War With Iran Would Be Even More Disastrous Than Iraq
ID-3896	Twitchy	neutral	Watch Pete Buttigieg explain why women shouldn’t vote for one of their more qualified sisters
ID-3897	Vice	neutral	We’re Launching a Paid Work Placement Initiative For Culturally Diverse Graduates
ID-3898	TheAtlantic	neutral	What Big Little Lies Doesn’t Get About Bonnie
ID-3899	TheNewYorker	neutral	"""Wimbledon 2019: On a Day When Serena Williams Didn’t Have It"
ID-3900	HotAir	neutral	Woke new NYT op-ed: I broke up with my girlfriend because she’s white
ID-3901	Positivenews	negative	Woman Creates Dog Hospice To Give Dying Dogs The Ending They Deserve
ID-3902	Positivenews	neutral	and#039;He Was Her Flight Angeland#039;: Man Comforts 96-Year-Old Woman Who Is Terrified To Fly
ID-3903	Twitchy	neutral	‘Talk about taking foreign help’! Rep. Jim Jordan reminds Dems what happened in 2016 (and the Resistance does NOT like it)
ID-3904	TheNewYorker	neutral	"""“While I Live"
ID-3905	Positivenews	positive	Animal Shelters Waive Adoption Fees Thanks To Donations By Miranda Lambertand#039;s MuttNation Foundation
ID-3906	Time	positive	Keanu Reeves Was the Best Companion on a Bus Ride With a Bunch of Stranded Plane Passengers
ID-3907	WP	neutral	Meet the artist who makes unforgettable sculptures that hover in the sky
ID-3908	CNN	positive	"""Real Madrid is 'most valuable club in Europe"
ID-3909	Positivenews	negative	South Carolina Deputy Saves Babyand#039;s Life During Traffic Stop
ID-3910	Positivenews	negative	Teacher Cuts Hair To Match Student Being Teased For Her Short Hair
ID-3911	InfoWars	negative	2016 Lies All Over Again! Biden Launches Campaign With Fake Polls Showing Him 8 Points Ahead Against Trump
ID-3912	LATimes	positive	"""A 19-year-old with a semiautomatic rifle shatters Gilroy's beloved garlic festival"
ID-3913	Truthout	negative	A Political Stalemate Over Puerto Rico Is Leaving US Disaster Funding in Limbo
ID-3914	PoliticoPulse	negative	Austrian government collapses over Russia scandal
ID-3915	TNR	negative	Brexit Is Making Britain Look Weak
ID-3916	TheWeek	neutral	"""Brexit: 10"
ID-3917	NewsBusters	negative	CNN's Attack on Mueller Begins: No Ruling on Obstruction 'Atrocious'
ID-3918	WT	positive	China posts slowest growth in nearly 30 years; Trump says tariffs are having a 'major effect'
ID-3919	BuzzFeed	positive	Democrat Super PAC Targets Lindsey Graham in Troll Campaign
ID-3920	PalmerReport	neutral	Donald Trump’s downward spiral has pushed the GOP to its breaking point
ID-3921	NewsMax	negative	Economist Moore: I Was Right to Criticize Fed's Rate Hikes
ID-3922	RealClearPolitics	neutral	Farage Must Not Dictate UK's Future. He Must Be Thwarted
ID-3923	Economist	negative	Few sports are doing enough to protect athletes from brain damage
ID-3924	FT	negative	Five banks face civil lawsuit in London over forex dealing
ID-3925	ThinkProgress	negative	HUD’s plan to remove shelter protections for transgender people would be ‘devastating’
ID-3926	democracynow	negative	Iraq Combat Veteran: Pardon of War Criminals Sends Disturbing Message to U.S. Military
ID-3927	NPR	neutral	Jimmy Carter Says He Sees Trump As An Illegitimate President
ID-3928	BuzzFeed	positive	Joe Biden: China Going to Win 5G and A.I. if Trump Is Still President
ID-3929	TheGuardian	negative	Libya may shut migrant detention centres after deadly airstrike
ID-3930	Truthout	negative	McDonald’s Can’t Fool Its Shareholders: Big Chicken Is Bad Business
ID-3931	MotherJones	negative	Millions of Americans Are Breathing Unsafe Air and It’s Getting Worse
ID-3932	Quartz	positive	Moscow just made it easier for Ukrainians to become Russian
ID-3933	Marketwatch	negative	Nasdaq flirts with negative territory with 10 minutes left in session
ID-3934	Quartz	neutral	Netflix thinks we won’t notice if it just remakes “A Quiet Place” with different actors and a new title
ID-3935	FreeBacon	neutral	Sanders: I Spent My Whole Life Fighting Against Authoritarianism Like the Soviet Union
ID-3936	Marketwatch	negative	Signature Bank upgraded to overweight from neutral at J.P. Morgan
ID-3937	HuffPost	negative	Sri Lanka's Catholic Churches Cancel Sunday Mass A Week After Deadly Bombings
ID-3938	Jacobin	negative	The US Government Should Declare Climate Emergency
ID-3939	TheNewYorker	negative	There Is Nothing Strategic About Trump’s Racism
ID-3940	dailymail	positive	Theresa May is accused of trying to tie her likely successor Boris Johnson's hands with £27bn plan
ID-3941	WP	positive	Trump says he would turn to Supreme Court if Democrats move to impeach him
ID-3942	NBC	negative	Trump's worst enemy as he kicks off his re-election bid may be himself
ID-3943	TheHill	neutral	Trump: Russia says it has removed 'most of their people' from Venezuela
ID-3944	ForeignPolicy	negative	"""Trump’s Global Gag Rule Is Killing Women"
ID-3945	Economist	neutral	Wood-burning stoves are in fashion but cause serious pollution
ID-3946	dailywire	negative	YouTube Won't Ban Steven Crowder. Vox Reporter Behind Banning Campaign Has Meltdown.
ID-3947	TheGuardian	negative	'April fools': what the papers said about the failure of indicative votes round 2
ID-3948	NPR	neutral	"""'My Whole Life Is On Hold': As Walmart Eliminates Greeters"
ID-3949	ThinkProgress	neutral	"""2 years after tax bill’s passage"
ID-3950	TNR	positive	A Better Way to Fix the Supreme Court
ID-3951	NationalReview	neutral	A Journalism Instructor Compares a Conservative Student Group to the KKK
ID-3952	Reason	neutral	"""A Sniff by a Pot-Detecting Dog Requires Probable Cause and Does Not Justify a Search"
ID-3953	TPM	negative	A Third Court Rules That Trump's Census Citizenship Question Is Illegal
ID-3954	Time	neutral	A Very Chill Bear Follows His Bliss By Soaking Its Troubles Away in a Bath
ID-3955	Vice	negative	A Woman in China Tried to Cure Her Cancer by Swallowing Maggots
ID-3956	NewsBusters	neutral	"""ABC"
ID-3957	Truthout	neutral	Affirming the Paris Accord Is Good — But Democrats Must Do Much More
ID-3958	BBC	negative	Africa Eye: On the front line of Nigeria’s energy crisis
ID-3959	ThinkProgress	neutral	"""After years of decrying McCarthyism"
ID-3960	dailybeast	neutral	Al Qaeda’s Master Terrorists Are Still on Facebook and YouTube
ID-3961	Reason	negative	Alabama Police Ruined a Couple’s Lives Over $50 of Weed. Now the Charges Against Them Have Been Dropped
ID-3962	BBC	neutral	Alek Sigley: Australian PM confirms North Korea detainee's release
ID-3963	TheGuardian	positive	Alexis Tsipras: leader won respect abroad but lost support at home
ID-3964	WP	negative	"""Amazon has ‘destroyed’ retail and should be scrutinized"
ID-3965	TheNewYorker	neutral	America!: Animal Influencers of the Nineteen-Twenties
ID-3966	dailycaller	neutral	An Australian Toddler Reportedly Stuck A Used Condom Found At McDonald’s In Her Mouth
ID-3967	Economist	neutral	An ageing world needs more resourceful robots
ID-3968	NYP	positive	Appeals court grants Trump administration win to snub ‘sanctuary cities’
ID-3969	democracynow	neutral	Ari Berman: GOP Docs Prove Census Citizenship Question Is About Preserving White Political Power
ID-3970	TNR	negative	Asylum Seekers Struggle to Navigate Trump’s Broken Border Policy
ID-3971	Vice	negative	"""Australian Man Takes a Piss in His Backyard"
ID-3972	ABC	positive	Austrian chancellor set to face confidence vote next week
ID-3973	NYP	negative	Authorities thwart widespread terror plot involving US military veteran
ID-3974	MotherJones	negative	Ben Has Somehow Never Seen an Episode of Game of Thrones. Amanda Exposes His Hilarious Stupidity.
ID-3975	NationalReview	neutral	Biden Hardens China Stance: U.S. Needs to ‘Get Tough’ on Beijing
ID-3976	Time	positive	Birds Meet Their Fly Sneaker ‘Twins’ in This Highly Amusing Thread
ID-3977	BussinesInsider	neutral	Bitcoin bulls may have to wait 22 years for the cryptocurrency to return to all-time highs
ID-3978	FT	neutral	BlackRock moves to hire GF Securities boss for China operations
ID-3979	BussinesInsider	negative	"""Boeing CEO admits 'mistake' with 737 Max ahead of Paris Air Show"
ID-3980	OAN	negative	British Airways suspends flights to Cairo for seven days: statement
ID-3981	Reason	negative	British Members of Parliament Do All Their Sneaky Plotting on WhatsApp
ID-3982	dailycaller	negative	Bronx Firefighter Killed In Afghanistan Suicide Attack
ID-3983	FT	neutral	Buffett urges Wells to look beyond Wall St for next chief
ID-3984	Twitchy	negative	"""CLUELESS"
ID-3985	TheAmericanConservative	negative	CNN Disgraces Itself as the Mueller Report Shatters Media Dreams
ID-3986	FoxNews	positive	CNN host says Trump acting like 'toddler' after 'un-American' comments about opposition research
ID-3987	TheHill	negative	California man charged with hate crimes for sending letters threatening to kill incoming minority neighbors
ID-3988	LATimes	negative	California seizes $30 million in black market cannabis from illegal pot shops
ID-3989	Time	neutral	Charlize Theron Discusses That Time Rihanna Trolled Her With a T-shirt
ID-3990	TheHill	neutral	Chicago elects its first black woman mayor
ID-3991	Positivenews	neutral	Chick-fil-A Manager Goes Above And Beyond For WWII Veteran
ID-3992	NPR	neutral	China To Close Loophole On Fentanyl After U.S. Calls For Opioid Action
ID-3993	NYT	negative	China’s Supply of Minerals for iPhones and Missiles Could Be a Risky Trade Weapon
ID-3994	LATimes	neutral	"""Column: In tiny Oildale"
ID-3995	Vox	negative	"""Congress’s high-stakes budget fight to avert an economic crisis"
ID-3996	dailymail	neutral	Conservative writer gets punched kicked and 'milkshaked' at a Portland rally
ID-3997	Intercept	neutral	Conservatives Pushed a Strategy to Weaken Home Health Care Unions. The Trump Administration Bit.
ID-3998	dailymail	neutral	Control tower at Sydney Airport is evacuated after smoke was detected
ID-3999	TheNewYorker	neutral	Conversations with Ma: Making Wreaths and Having Kids
ID-4000	Positivenews	neutral	Mom Charges Cougar And Pries Its Jaws Open To Save Son
ID-4001	dailybeast	neutral	"""National Guard In California"
ID-4002	Positivenews	neutral	Teenage and#039;Ramboand#039; Saves All 14 Horses From Burning Barn
ID-4003	Slate	positive	Two Weird Video Games Celebrate the Late-’90s Web
ID-4004	ABC	neutral	UN: Bosnia moves migrants to area infested with land mines
ID-4005	NBC	positive	"""WWII plane rescued from boneyard flies again"
ID-4006	Quartz	neutral	What men need to give to make gender equality a reality: 50 minutes a day
ID-4007	dailykos	negative	'It didn’t have to be like this': Mom describes toddler's agonizing death after ICE custody
ID-4008	TheGuardian	positive	'It's the hope that gets you': Spurs and Liverpool fans go head-to-head
ID-4009	dailymail	negative	10-year-old girl died from excitement while halfway down a 270-foot water slide
ID-4010	TheAdvocate	negative	"""2-year-old killed in Baton Rouge duplex fire ID'd"
ID-4011	RealClearPolitics	neutral	25 Reasons Why Mark Zuckerberg Has to Go
ID-4012	BuzzFeed	neutral	250 Migrants Apprehended in Remote Texas Border Sector
ID-4013	BuzzFeed	negative	3rd Mexican Journalist Murdered In 1 Week — 10th in 2019
ID-4014	CNN	neutral	4 bodies discovered in North Dakota office building
ID-4015	TheWeek	neutral	52 ideas that changed the world - 6. The printing press
ID-4016	fiscaltimes	negative	7 Ways to Fix America’s Fiscal Mess
ID-4017	CNN	negative	A crying boy begged his father not to call the police on a black man. The father did it anyway
ID-4018	dailykos	negative	"""A migrant girl died in U.S. custody"
ID-4019	dailykos	neutral	"""Abbreviated Pundit Round-up: Pay attention to international politics"
ID-4020	NPR	negative	Alabama Prosecutors Dismiss Charge Against Woman Indicted In Death Of Her Own Fetus
